ID_Venta;Producto_Ing;Producto;Categoría_Ing;Categoría;Precio;Cantidad;Edad;Género_Ing;Género;Descuento;Método de Pago_Ing;Descuento_Aplicado;Cantidad_Descontada;Método de Pago;Región_Ing;Región;Fecha_Venta;Ventas_Totales;Rango_Edad
13936;Smartphone;Móvil Inteligente;Electronics;Electrónica;502,29 €;6;59;Male;Masculino;25%;PayPal;Si;753,44 €;Paypal;Asia;Asia;21/4/23;2.260,31 €;Adultos Mayores
13937;Tablet;Tablet;Electronics;Electrónica;434,81 €;4;25;Male;Masculino;0%;PayPal;No;0,00 €;Paypal;North America;América del Norte;14/1/24;1.739,24 €;Adultos
13938;Smartwatch;Reloj Inteligente;Electronics;Electrónica;671,45 €;7;35;Female;Femenino;7%;Bank Transfer;Si;329,01 €;Transferencia Bancaria;North America;América del Norte;13/3/23;4.371,14 €;Adultos
13939;Laptop;Portátil;Electronics;Electrónica;269,15 €;3;55;Male;Masculino;4%;PayPal;Si;32,30 €;Paypal;North America;América del Norte;11/6/23;775,15 €;Adultos Mayores
13940;Tablet;Tablet;Electronics;Electrónica;1.181,75 €;9;36;Female;Femenino;10%;PayPal;Si;1.063,58 €;Paypal;Africa;África;19/1/25;9.572,18 €;Adultos
13941;Headphones;Auriculares;Accessories;Accesorios;644,09 €;5;47;Female;Femenino;17%;PayPal;Si;547,48 €;Paypal;Asia;Asia;16/1/23;2.672,97 €;Adultos Mayores
13942;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.449,33 €;4;50;Male;Masculino;28%;Debit Card;Si;1.623,25 €;Tarjeta de Débito;Asia;Asia;30/3/24;4.174,07 €;Adultos Mayores
13943;Headphones;Auriculares;Accessories;Accesorios;311,20 €;6;59;Female;Femenino;23%;Credit Card;Si;429,46 €;Tarjeta de Crédito;North America;América del Norte;23/2/24;1.437,74 €;Adultos Mayores
13944;Laptop;Portátil;Electronics;Electrónica;662,04 €;8;20;Male;Masculino;8%;Bank Transfer;Si;423,71 €;Transferencia Bancaria;North America;América del Norte;7/9/23;4.872,61 €;Jóvenes
13945;Smartphone;Móvil Inteligente;Electronics;Electrónica;721,04 €;8;39;Female;Femenino;30%;PayPal;Si;1.730,50 €;Paypal;Asia;Asia;19/8/24;4.037,82 €;Adultos
13946;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.238,85 €;4;28;Male;Masculino;23%;Debit Card;Si;1.139,74 €;Tarjeta de Débito;Africa;África;16/9/23;3.815,66 €;Adultos
13947;Headphones;Auriculares;Accessories;Accesorios;747,95 €;3;38;Female;Femenino;11%;Bank Transfer;Si;246,82 €;Transferencia Bancaria;Asia;Asia;13/9/24;1.997,03 €;Adultos
13948;Tablet;Tablet;Electronics;Electrónica;935,70 €;6;46;Female;Femenino;0%;Bank Transfer;No;0,00 €;Transferencia Bancaria;Africa;África;28/6/23;5.614,20 €;Adultos Mayores
13949;Smartphone;Móvil Inteligente;Electronics;Electrónica;604,52 €;10;56;Male;Masculino;27%;Debit Card;Si;1.632,20 €;Tarjeta de Débito;Africa;África;23/6/23;4.413,00 €;Adultos Mayores
13950;Smartphone;Móvil Inteligente;Electronics;Electrónica;221,03 €;9;59;Male;Masculino;26%;PayPal;Si;517,21 €;Paypal;Asia;Asia;18/3/24;1.472,06 €;Adultos Mayores
13951;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.375,59 €;5;47;Male;Masculino;17%;Credit Card;Si;1.169,25 €;Tarjeta de Crédito;South America;América del Sur;26/8/23;5.708,70 €;Adultos Mayores
13952;Laptop;Portátil;Electronics;Electrónica;350,75 €;9;22;Female;Femenino;19%;Debit Card;Si;599,78 €;Tarjeta de Débito;Asia;Asia;17/9/24;2.556,97 €;Jóvenes
13953;Headphones;Auriculares;Accessories;Accesorios;1.036,08 €;1;19;Male;Masculino;14%;Credit Card;Si;145,05 €;Tarjeta de Crédito;North America;América del Norte;25/9/23;891,03 €;Jóvenes
13954;Tablet;Tablet;Electronics;Electrónica;845,11 €;6;59;Male;Masculino;7%;PayPal;Si;354,95 €;Paypal;Asia;Asia;18/6/24;4.715,71 €;Adultos Mayores
13955;Headphones;Auriculares;Accessories;Accesorios;699,26 €;5;55;Female;Femenino;3%;Debit Card;Si;104,89 €;Tarjeta de Débito;Africa;África;21/10/24;3.391,41 €;Adultos Mayores
13956;Smartphone;Móvil Inteligente;Electronics;Electrónica;150,47 €;1;41;Male;Masculino;13%;Credit Card;Si;19,56 €;Tarjeta de Crédito;Africa;África;25/5/24;130,91 €;Adultos Mayores
13957;Smartwatch;Reloj Inteligente;Electronics;Electrónica;518,05 €;5;54;Female;Femenino;26%;Bank Transfer;Si;673,47 €;Transferencia Bancaria;Asia;Asia;28/11/24;1.916,79 €;Adultos Mayores
13958;Smartphone;Móvil Inteligente;Electronics;Electrónica;189,83 €;3;37;Female;Femenino;4%;Debit Card;Si;22,78 €;Tarjeta de Débito;Europe;Europa;27/7/24;546,71 €;Adultos
13959;Smartphone;Móvil Inteligente;Electronics;Electrónica;437,67 €;9;38;Male;Masculino;11%;Bank Transfer;Si;433,29 €;Transferencia Bancaria;South America;América del Sur;10/5/24;3.505,74 €;Adultos
13960;Headphones;Auriculares;Accessories;Accesorios;796,51 €;7;64;Male;Masculino;13%;Debit Card;Si;724,82 €;Tarjeta de Débito;Africa;África;19/12/23;4.850,75 €;Tercera Edad
13961;Laptop;Portátil;Electronics;Electrónica;598,23 €;7;25;Male;Masculino;12%;Debit Card;Si;502,51 €;Tarjeta de Débito;South America;América del Sur;6/10/23;3.685,10 €;Adultos
13962;Smartphone;Móvil Inteligente;Electronics;Electrónica;200,45 €;9;48;Male;Masculino;12%;Credit Card;Si;216,49 €;Tarjeta de Crédito;Africa;África;4/4/24;1.587,56 €;Adultos Mayores
13963;Smartphone;Móvil Inteligente;Electronics;Electrónica;401,75 €;4;43;Female;Femenino;6%;Bank Transfer;Si;96,42 €;Transferencia Bancaria;North America;América del Norte;31/1/25;1.510,58 €;Adultos Mayores
13964;Tablet;Tablet;Electronics;Electrónica;1.199,99 €;5;46;Female;Femenino;17%;Credit Card;Si;1.019,99 €;Tarjeta de Crédito;North America;América del Norte;1/2/23;4.979,96 €;Adultos Mayores
13965;Headphones;Auriculares;Accessories;Accesorios;57,25 €;7;23;Male;Masculino;24%;Bank Transfer;Si;96,18 €;Transferencia Bancaria;South America;América del Sur;27/12/23;304,57 €;Jóvenes
13966;Tablet;Tablet;Electronics;Electrónica;67,13 €;1;51;Male;Masculino;18%;PayPal;Si;12,08 €;Paypal;South America;América del Sur;1/11/24;55,05 €;Adultos Mayores
13967;Laptop;Portátil;Electronics;Electrónica;331,20 €;8;61;Female;Femenino;1%;Debit Card;Si;26,50 €;Tarjeta de Débito;South America;América del Sur;1/7/24;2.623,10 €;Tercera Edad
13968;Laptop;Portátil;Electronics;Electrónica;1.074,94 €;2;46;Male;Masculino;5%;Credit Card;Si;107,49 €;Tarjeta de Crédito;Africa;África;12/9/23;2.042,39 €;Adultos Mayores
13969;Tablet;Tablet;Electronics;Electrónica;188,60 €;5;46;Female;Femenino;6%;Credit Card;Si;56,58 €;Tarjeta de Crédito;North America;América del Norte;27/1/24;886,42 €;Adultos Mayores
13970;Headphones;Auriculares;Accessories;Accesorios;479,31 €;9;49;Male;Masculino;2%;Credit Card;Si;86,28 €;Tarjeta de Crédito;Asia;Asia;2/1/25;4.227,51 €;Adultos Mayores
13971;Tablet;Tablet;Electronics;Electrónica;437,13 €;5;28;Female;Femenino;8%;Debit Card;Si;174,85 €;Tarjeta de Débito;Europe;Europa;26/11/23;2.010,80 €;Adultos
13972;Headphones;Auriculares;Accessories;Accesorios;1.031,61 €;10;62;Female;Femenino;27%;PayPal;Si;2.785,35 €;Paypal;North America;América del Norte;8/10/23;7.530,75 €;Tercera Edad
13973;Smartphone;Móvil Inteligente;Electronics;Electrónica;822,59 €;10;40;Female;Femenino;10%;Debit Card;Si;822,59 €;Tarjeta de Débito;South America;América del Sur;16/6/23;7.403,31 €;Adultos Mayores
13974;Laptop;Portátil;Electronics;Electrónica;1.122,07 €;10;44;Male;Masculino;23%;Bank Transfer;Si;2.580,76 €;Transferencia Bancaria;North America;América del Norte;3/12/24;8.639,94 €;Adultos Mayores
13975;Tablet;Tablet;Electronics;Electrónica;353,11 €;3;18;Female;Femenino;15%;Debit Card;Si;158,90 €;Tarjeta de Débito;South America;América del Sur;1/2/24;900,43 €;Jóvenes
13976;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.153,17 €;8;63;Female;Femenino;22%;Debit Card;Si;2.029,58 €;Tarjeta de Débito;South America;América del Sur;14/3/23;7.195,78 €;Tercera Edad
13977;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.257,21 €;10;39;Female;Femenino;28%;Bank Transfer;Si;3.520,19 €;Transferencia Bancaria;South America;América del Sur;16/3/24;9.051,91 €;Adultos
13978;Smartwatch;Reloj Inteligente;Electronics;Electrónica;820,80 €;8;21;Female;Femenino;27%;Bank Transfer;Si;1.772,93 €;Transferencia Bancaria;Asia;Asia;9/5/23;4.793,47 €;Jóvenes
13979;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.217,50 €;4;24;Female;Femenino;0%;Bank Transfer;No;0,00 €;Transferencia Bancaria;Europe;Europa;6/1/24;4.870,00 €;Jóvenes
13980;Headphones;Auriculares;Accessories;Accesorios;232,52 €;6;64;Male;Masculino;6%;PayPal;Si;83,71 €;Paypal;North America;América del Norte;8/4/24;1.311,41 €;Tercera Edad
13981;Headphones;Auriculares;Accessories;Accesorios;1.005,37 €;2;44;Male;Masculino;1%;Credit Card;Si;20,11 €;Tarjeta de Crédito;South America;América del Sur;12/11/24;1.990,63 €;Adultos Mayores
13982;Headphones;Auriculares;Accessories;Accesorios;136,75 €;3;40;Male;Masculino;25%;Debit Card;Si;102,56 €;Tarjeta de Débito;North America;América del Norte;16/9/24;307,69 €;Adultos Mayores
13983;Smartwatch;Reloj Inteligente;Electronics;Electrónica;175,09 €;5;65;Male;Masculino;16%;Debit Card;Si;140,07 €;Tarjeta de Débito;Europe;Europa;14/2/24;735,38 €;Tercera Edad
13984;Smartwatch;Reloj Inteligente;Electronics;Electrónica;963,47 €;9;24;Female;Femenino;22%;PayPal;Si;1.907,67 €;Paypal;Asia;Asia;5/7/23;6.763,56 €;Jóvenes
13985;Smartphone;Móvil Inteligente;Electronics;Electrónica;478,50 €;6;30;Female;Femenino;11%;Bank Transfer;Si;315,81 €;Transferencia Bancaria;South America;América del Sur;13/3/23;2.555,19 €;Adultos
13986;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.378,16 €;6;37;Male;Masculino;16%;Bank Transfer;Si;1.323,03 €;Transferencia Bancaria;Asia;Asia;22/10/24;6.945,93 €;Adultos
13987;Smartwatch;Reloj Inteligente;Electronics;Electrónica;355,68 €;4;46;Female;Femenino;9%;PayPal;Si;128,04 €;Paypal;Africa;África;10/9/24;1.294,68 €;Adultos Mayores
13988;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.489,78 €;10;55;Female;Femenino;27%;Credit Card;Si;4.022,41 €;Tarjeta de Crédito;South America;América del Sur;24/4/23;10.875,39 €;Adultos Mayores
13989;Tablet;Tablet;Electronics;Electrónica;1.118,33 €;3;58;Male;Masculino;28%;Debit Card;Si;939,40 €;Tarjeta de Débito;Europe;Europa;7/2/25;2.415,59 €;Adultos Mayores
13990;Laptop;Portátil;Electronics;Electrónica;542,09 €;5;24;Male;Masculino;18%;Bank Transfer;Si;487,88 €;Transferencia Bancaria;Asia;Asia;4/7/24;2.222,57 €;Jóvenes
13991;Smartphone;Móvil Inteligente;Electronics;Electrónica;388,39 €;10;24;Male;Masculino;21%;Credit Card;Si;815,62 €;Tarjeta de Crédito;South America;América del Sur;29/5/23;3.068,28 €;Jóvenes
13992;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.259,38 €;9;33;Female;Femenino;23%;Bank Transfer;Si;2.606,92 €;Transferencia Bancaria;South America;América del Sur;2/12/24;8.727,50 €;Adultos
13993;Tablet;Tablet;Electronics;Electrónica;205,35 €;2;28;Female;Femenino;2%;Bank Transfer;Si;8,21 €;Transferencia Bancaria;Europe;Europa;25/10/24;402,49 €;Adultos
13994;Headphones;Auriculares;Accessories;Accesorios;1.223,06 €;7;26;Female;Femenino;1%;Bank Transfer;Si;85,61 €;Transferencia Bancaria;Africa;África;16/12/23;8.475,81 €;Adultos
13995;Tablet;Tablet;Electronics;Electrónica;924,38 €;6;51;Female;Femenino;4%;Debit Card;Si;221,85 €;Tarjeta de Débito;North America;América del Norte;20/10/24;5.324,43 €;Adultos Mayores
13996;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.074,07 €;9;54;Male;Masculino;12%;Debit Card;Si;1.160,00 €;Tarjeta de Débito;Africa;África;28/3/23;8.506,63 €;Adultos Mayores
13997;Smartwatch;Reloj Inteligente;Electronics;Electrónica;306,53 €;7;32;Female;Femenino;26%;Debit Card;Si;557,88 €;Tarjeta de Débito;South America;América del Sur;15/12/23;1.587,83 €;Adultos
13998;Tablet;Tablet;Electronics;Electrónica;1.499,72 €;5;47;Female;Femenino;19%;Debit Card;Si;1.424,73 €;Tarjeta de Débito;North America;América del Norte;7/3/23;6.073,87 €;Adultos Mayores
13999;Smartwatch;Reloj Inteligente;Electronics;Electrónica;65,59 €;9;22;Male;Masculino;7%;PayPal;Si;41,32 €;Paypal;Africa;África;10/9/24;548,99 €;Jóvenes
14000;Smartwatch;Reloj Inteligente;Electronics;Electrónica;632,42 €;10;36;Female;Femenino;9%;Credit Card;Si;569,18 €;Tarjeta de Crédito;Asia;Asia;21/1/24;5.755,02 €;Adultos
14001;Headphones;Auriculares;Accessories;Accesorios;791,96 €;8;28;Female;Femenino;2%;Debit Card;Si;126,71 €;Tarjeta de Débito;Europe;Europa;14/8/23;6.208,97 €;Adultos
14002;Headphones;Auriculares;Accessories;Accesorios;84,93 €;5;51;Male;Masculino;24%;Credit Card;Si;101,92 €;Tarjeta de Crédito;Asia;Asia;13/3/23;322,73 €;Adultos Mayores
14003;Tablet;Tablet;Electronics;Electrónica;1.430,16 €;9;62;Female;Femenino;7%;Debit Card;Si;901,00 €;Tarjeta de Débito;South America;América del Sur;25/1/24;11.970,44 €;Tercera Edad
14004;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.197,39 €;1;19;Female;Femenino;11%;Bank Transfer;Si;131,71 €;Transferencia Bancaria;South America;América del Sur;20/5/23;1.065,68 €;Jóvenes
14005;Laptop;Portátil;Electronics;Electrónica;1.426,01 €;5;56;Female;Femenino;27%;Debit Card;Si;1.925,11 €;Tarjeta de Débito;North America;América del Norte;5/5/24;5.204,94 €;Adultos Mayores
14006;Smartwatch;Reloj Inteligente;Electronics;Electrónica;619,39 €;1;23;Male;Masculino;7%;PayPal;Si;43,36 €;Paypal;Africa;África;13/6/24;576,03 €;Jóvenes
14007;Smartphone;Móvil Inteligente;Electronics;Electrónica;574,18 €;6;46;Female;Femenino;0%;PayPal;No;0,00 €;Paypal;Africa;África;25/2/24;3.445,08 €;Adultos Mayores
14008;Smartwatch;Reloj Inteligente;Electronics;Electrónica;848,83 €;5;36;Male;Masculino;2%;Credit Card;Si;84,88 €;Tarjeta de Crédito;Asia;Asia;20/11/24;4.159,27 €;Adultos
14009;Tablet;Tablet;Electronics;Electrónica;1.279,30 €;5;22;Female;Femenino;13%;Credit Card;Si;831,55 €;Tarjeta de Crédito;Europe;Europa;18/7/23;5.564,95 €;Jóvenes
14010;Smartwatch;Reloj Inteligente;Electronics;Electrónica;486,60 €;8;55;Male;Masculino;12%;Debit Card;Si;467,14 €;Tarjeta de Débito;South America;América del Sur;22/5/23;3.425,66 €;Adultos Mayores
14011;Tablet;Tablet;Electronics;Electrónica;1.214,47 €;4;29;Female;Femenino;7%;Credit Card;Si;340,05 €;Tarjeta de Crédito;North America;América del Norte;20/11/23;4.517,83 €;Adultos
14012;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.010,28 €;2;35;Male;Masculino;2%;Debit Card;Si;40,41 €;Tarjeta de Débito;North America;América del Norte;18/9/23;1.980,15 €;Adultos
14013;Tablet;Tablet;Electronics;Electrónica;1.302,63 €;5;54;Female;Femenino;17%;Credit Card;Si;1.107,24 €;Tarjeta de Crédito;Africa;África;16/11/24;5.405,91 €;Adultos Mayores
14014;Headphones;Auriculares;Accessories;Accesorios;53,22 €;2;64;Male;Masculino;30%;Credit Card;Si;31,93 €;Tarjeta de Crédito;Asia;Asia;1/11/24;74,51 €;Tercera Edad
14015;Headphones;Auriculares;Accessories;Accesorios;100,26 €;5;25;Female;Femenino;8%;Debit Card;Si;40,10 €;Tarjeta de Débito;Europe;Europa;19/7/24;461,20 €;Adultos
14016;Laptop;Portátil;Electronics;Electrónica;916,65 €;7;38;Female;Femenino;2%;Debit Card;Si;128,33 €;Tarjeta de Débito;Europe;Europa;23/12/24;6.288,22 €;Adultos
14017;Smartphone;Móvil Inteligente;Electronics;Electrónica;208,31 €;5;19;Female;Femenino;6%;Debit Card;Si;62,49 €;Tarjeta de Débito;Europe;Europa;15/10/24;979,06 €;Jóvenes
14018;Laptop;Portátil;Electronics;Electrónica;598,00 €;10;20;Male;Masculino;4%;Bank Transfer;Si;239,20 €;Transferencia Bancaria;Africa;África;1/4/23;5.740,80 €;Jóvenes
14019;Headphones;Auriculares;Accessories;Accesorios;749,52 €;7;45;Female;Femenino;13%;PayPal;Si;682,06 €;Paypal;South America;América del Sur;3/5/24;4.564,58 €;Adultos Mayores
14020;Laptop;Portátil;Electronics;Electrónica;179,83 €;2;57;Female;Femenino;8%;Debit Card;Si;28,77 €;Tarjeta de Débito;Asia;Asia;6/11/23;330,89 €;Adultos Mayores
14021;Tablet;Tablet;Electronics;Electrónica;1.265,98 €;3;37;Female;Femenino;20%;PayPal;Si;759,59 €;Paypal;Africa;África;3/3/23;3.038,35 €;Adultos
14022;Laptop;Portátil;Electronics;Electrónica;385,90 €;4;34;Female;Femenino;26%;Debit Card;Si;401,34 €;Tarjeta de Débito;Asia;Asia;29/4/24;1.142,26 €;Adultos
14023;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.469,22 €;6;20;Female;Femenino;1%;PayPal;Si;88,15 €;Paypal;Africa;África;30/6/24;8.727,17 €;Jóvenes
14024;Smartphone;Móvil Inteligente;Electronics;Electrónica;546,96 €;4;46;Female;Femenino;6%;Credit Card;Si;131,27 €;Tarjeta de Crédito;Asia;Asia;4/1/24;2.056,57 €;Adultos Mayores
14025;Laptop;Portátil;Electronics;Electrónica;1.431,80 €;3;19;Female;Femenino;11%;Credit Card;Si;472,49 €;Tarjeta de Crédito;Asia;Asia;22/6/24;3.822,91 €;Jóvenes
14026;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.146,34 €;6;21;Male;Masculino;30%;PayPal;Si;2.063,41 €;Paypal;South America;América del Sur;28/7/23;4.814,63 €;Jóvenes
14027;Laptop;Portátil;Electronics;Electrónica;480,38 €;6;58;Male;Masculino;12%;Credit Card;Si;345,87 €;Tarjeta de Crédito;South America;América del Sur;8/7/24;2.536,41 €;Adultos Mayores
14028;Tablet;Tablet;Electronics;Electrónica;602,01 €;3;47;Male;Masculino;28%;Credit Card;Si;505,69 €;Tarjeta de Crédito;Europe;Europa;26/5/24;1.300,34 €;Adultos Mayores
14029;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.209,75 €;2;60;Male;Masculino;23%;PayPal;Si;556,49 €;Paypal;Africa;África;8/9/23;1.863,02 €;Tercera Edad
14030;Laptop;Portátil;Electronics;Electrónica;525,38 €;4;65;Female;Femenino;16%;Debit Card;Si;336,24 €;Tarjeta de Débito;Europe;Europa;10/4/24;1.765,28 €;Tercera Edad
14031;Laptop;Portátil;Electronics;Electrónica;639,68 €;4;60;Female;Femenino;2%;PayPal;Si;51,17 €;Paypal;South America;América del Sur;27/11/23;2.507,55 €;Tercera Edad
14032;Headphones;Auriculares;Accessories;Accesorios;568,69 €;3;31;Female;Femenino;12%;Debit Card;Si;204,73 €;Tarjeta de Débito;Asia;Asia;26/3/23;1.501,34 €;Adultos
14033;Laptop;Portátil;Electronics;Electrónica;1.416,09 €;8;62;Male;Masculino;25%;Credit Card;Si;2.832,18 €;Tarjeta de Crédito;North America;América del Norte;23/9/24;8.496,54 €;Tercera Edad
14034;Headphones;Auriculares;Accessories;Accesorios;62,73 €;2;42;Male;Masculino;14%;Debit Card;Si;17,56 €;Tarjeta de Débito;North America;América del Norte;4/11/23;107,90 €;Adultos Mayores
14035;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.328,87 €;1;64;Male;Masculino;11%;PayPal;Si;146,18 €;Paypal;Europe;Europa;25/9/24;1.182,69 €;Tercera Edad
14036;Tablet;Tablet;Electronics;Electrónica;938,29 €;4;53;Female;Femenino;12%;Credit Card;Si;450,38 €;Tarjeta de Crédito;Europe;Europa;19/3/23;3.302,78 €;Adultos Mayores
14037;Laptop;Portátil;Electronics;Electrónica;1.198,26 €;4;62;Male;Masculino;23%;PayPal;Si;1.102,40 €;Paypal;North America;América del Norte;24/7/24;3.690,64 €;Tercera Edad
14038;Tablet;Tablet;Electronics;Electrónica;1.395,96 €;1;51;Male;Masculino;10%;PayPal;Si;139,60 €;Paypal;South America;América del Sur;3/8/24;1.256,36 €;Adultos Mayores
14039;Tablet;Tablet;Electronics;Electrónica;1.416,11 €;6;27;Male;Masculino;4%;PayPal;Si;339,87 €;Paypal;Africa;África;1/9/24;8.156,79 €;Adultos
14040;Tablet;Tablet;Electronics;Electrónica;1.150,62 €;9;61;Female;Femenino;22%;Debit Card;Si;2.278,23 €;Tarjeta de Débito;South America;América del Sur;10/7/24;8.077,35 €;Tercera Edad
14041;Smartphone;Móvil Inteligente;Electronics;Electrónica;260,98 €;7;50;Female;Femenino;7%;Bank Transfer;Si;127,88 €;Transferencia Bancaria;Asia;Asia;25/12/24;1.698,98 €;Adultos Mayores
14042;Tablet;Tablet;Electronics;Electrónica;245,44 €;8;41;Male;Masculino;10%;Credit Card;Si;196,35 €;Tarjeta de Crédito;Europe;Europa;29/9/24;1.767,17 €;Adultos Mayores
14043;Smartwatch;Reloj Inteligente;Electronics;Electrónica;450,78 €;1;65;Female;Femenino;20%;PayPal;Si;90,16 €;Paypal;Africa;África;30/11/23;360,62 €;Tercera Edad
14044;Laptop;Portátil;Electronics;Electrónica;313,47 €;2;21;Female;Femenino;24%;Bank Transfer;Si;150,47 €;Transferencia Bancaria;Asia;Asia;17/4/23;476,47 €;Jóvenes
14045;Tablet;Tablet;Electronics;Electrónica;1.286,80 €;3;54;Female;Femenino;27%;PayPal;Si;1.042,31 €;Paypal;Asia;Asia;15/6/24;2.818,09 €;Adultos Mayores
14046;Smartphone;Móvil Inteligente;Electronics;Electrónica;83,44 €;10;60;Male;Masculino;9%;Bank Transfer;Si;75,10 €;Transferencia Bancaria;North America;América del Norte;6/12/23;759,30 €;Tercera Edad
14047;Smartwatch;Reloj Inteligente;Electronics;Electrónica;632,01 €;8;35;Male;Masculino;3%;Debit Card;Si;151,68 €;Tarjeta de Débito;Asia;Asia;5/5/24;4.904,40 €;Adultos
14048;Smartphone;Móvil Inteligente;Electronics;Electrónica;905,72 €;8;39;Female;Femenino;7%;Bank Transfer;Si;507,20 €;Transferencia Bancaria;Africa;África;28/3/23;6.738,56 €;Adultos
14049;Tablet;Tablet;Electronics;Electrónica;973,44 €;8;32;Male;Masculino;17%;Credit Card;Si;1.323,88 €;Tarjeta de Crédito;Asia;Asia;5/2/23;6.463,64 €;Adultos
14050;Laptop;Portátil;Electronics;Electrónica;818,50 €;9;60;Female;Femenino;11%;PayPal;Si;810,32 €;Paypal;South America;América del Sur;27/8/23;6.556,19 €;Tercera Edad
14051;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.065,73 €;10;33;Male;Masculino;11%;Debit Card;Si;1.172,30 €;Tarjeta de Débito;Africa;África;13/3/23;9.485,00 €;Adultos
14052;Laptop;Portátil;Electronics;Electrónica;657,13 €;10;19;Male;Masculino;23%;Credit Card;Si;1.511,40 €;Tarjeta de Crédito;Europe;Europa;13/5/23;5.059,90 €;Jóvenes
14053;Headphones;Auriculares;Accessories;Accesorios;817,77 €;3;19;Female;Femenino;19%;Bank Transfer;Si;466,13 €;Transferencia Bancaria;Asia;Asia;4/9/23;1.987,18 €;Jóvenes
14054;Smartphone;Móvil Inteligente;Electronics;Electrónica;211,84 €;2;54;Male;Masculino;22%;Bank Transfer;Si;93,21 €;Transferencia Bancaria;Europe;Europa;17/7/23;330,47 €;Adultos Mayores
14055;Headphones;Auriculares;Accessories;Accesorios;1.283,96 €;2;58;Male;Masculino;30%;Bank Transfer;Si;770,38 €;Transferencia Bancaria;South America;América del Sur;3/6/23;1.797,54 €;Adultos Mayores
14056;Tablet;Tablet;Electronics;Electrónica;777,50 €;5;56;Male;Masculino;11%;PayPal;Si;427,63 €;Paypal;South America;América del Sur;14/1/24;3.459,88 €;Adultos Mayores
14057;Tablet;Tablet;Electronics;Electrónica;410,95 €;6;45;Male;Masculino;14%;Debit Card;Si;345,20 €;Tarjeta de Débito;South America;América del Sur;26/9/24;2.120,50 €;Adultos Mayores
14058;Laptop;Portátil;Electronics;Electrónica;185,24 €;1;56;Female;Femenino;7%;PayPal;Si;12,97 €;Paypal;Europe;Europa;3/8/24;172,27 €;Adultos Mayores
14059;Laptop;Portátil;Electronics;Electrónica;1.233,50 €;4;31;Male;Masculino;11%;Bank Transfer;Si;542,74 €;Transferencia Bancaria;Asia;Asia;23/3/23;4.391,26 €;Adultos
14060;Tablet;Tablet;Electronics;Electrónica;514,02 €;5;29;Female;Femenino;1%;Credit Card;Si;25,70 €;Tarjeta de Crédito;Africa;África;22/7/23;2.544,40 €;Adultos
14061;Tablet;Tablet;Electronics;Electrónica;616,54 €;1;60;Female;Femenino;28%;PayPal;Si;172,63 €;Paypal;Africa;África;3/2/25;443,91 €;Tercera Edad
14062;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.097,67 €;7;35;Male;Masculino;11%;Bank Transfer;Si;845,21 €;Transferencia Bancaria;Asia;Asia;10/9/23;6.838,48 €;Adultos
14063;Smartwatch;Reloj Inteligente;Electronics;Electrónica;250,74 €;6;18;Male;Masculino;6%;PayPal;Si;90,27 €;Paypal;South America;América del Sur;11/5/23;1.414,17 €;Jóvenes
14064;Laptop;Portátil;Electronics;Electrónica;491,71 €;1;53;Female;Femenino;29%;Bank Transfer;Si;142,60 €;Transferencia Bancaria;Asia;Asia;16/12/24;349,11 €;Adultos Mayores
14065;Tablet;Tablet;Electronics;Electrónica;707,72 €;7;21;Female;Femenino;15%;Debit Card;Si;743,11 €;Tarjeta de Débito;Africa;África;30/10/23;4.210,93 €;Jóvenes
14066;Tablet;Tablet;Electronics;Electrónica;751,51 €;10;22;Male;Masculino;22%;Debit Card;Si;1.653,32 €;Tarjeta de Débito;Asia;Asia;6/11/23;5.861,78 €;Jóvenes
14067;Laptop;Portátil;Electronics;Electrónica;254,10 €;8;57;Male;Masculino;1%;PayPal;Si;20,33 €;Paypal;South America;América del Sur;22/1/23;2.012,47 €;Adultos Mayores
14068;Tablet;Tablet;Electronics;Electrónica;657,98 €;7;55;Female;Femenino;11%;Debit Card;Si;506,64 €;Tarjeta de Débito;Asia;Asia;26/11/23;4.099,22 €;Adultos Mayores
14069;Tablet;Tablet;Electronics;Electrónica;1.100,39 €;4;49;Female;Femenino;29%;Debit Card;Si;1.276,45 €;Tarjeta de Débito;South America;América del Sur;20/3/23;3.125,11 €;Adultos Mayores
14070;Laptop;Portátil;Electronics;Electrónica;334,99 €;1;48;Female;Femenino;24%;Bank Transfer;Si;80,40 €;Transferencia Bancaria;Africa;África;1/5/24;254,59 €;Adultos Mayores
